"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"market activity","1-pentanol","market for 1-pentanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1430","Dinoseb and dinoseb salts (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-pentanol","market for 1-pentanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1431","DNOC and its salts (excl. 290811-290891) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-propanol","market for 1-propanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1428","Pentachlorophenol (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-propanol","market for 1-propanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1429","Salts of Pentachlorophenol (excl 280811)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-propanol","market for 1-propanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1430","Dinoseb and dinoseb salts (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-propanol","market for 1-propanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1431","DNOC and its salts (excl. 290811-290891) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1,1-difluoroethane, HFC-152a","market for 1,1-difluoroethane, HFC-152a","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","1-butanol","market for 1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1428","Pentachlorophenol (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-butanol","market for 1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1429","Salts of Pentachlorophenol (excl 280811)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-butanol","market for 1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1430","Dinoseb and dinoseb salts (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","1-butanol","market for 1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1431","DNOC and its salts (excl. 290811-290891) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,3-dimethylbutan","market for 2,3-dimethylbutan","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dinitrotoluene","market for 2,4-dinitrotoluene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1423","Ethylene dichloride (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dinitrotoluene","market for 2,4-dinitrotoluene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1424","Ethylene dibromide (1,2-dibromoethane) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dinitrotoluene","market for 2,4-dinitrotoluene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1425","HCH (mixed isomers) / Lindane (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dinitrotoluene","market for 2,4-dinitrotoluene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1426","Aldrin, Chlordane, Heptachlor (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dinitrotoluene","market for 2,4-dinitrotoluene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1427","DDT, Hexachlorobenzene (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorotoluene","market for 2,4-dichlorotoluene","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorophenol","market for 2,4-dichlorophenol","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1423","Ethylene dichloride (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorophenol","market for 2,4-dichlorophenol","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1424","Ethylene dibromide (1,2-dibromoethane) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorophenol","market for 2,4-dichlorophenol","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1425","HCH (mixed isomers) / Lindane (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorophenol","market for 2,4-dichlorophenol","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1426","Aldrin, Chlordane, Heptachlor (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2,4-dichlorophenol","market for 2,4-dichlorophenol","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1427","DDT, Hexachlorobenzene (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-cyclopentone","market for 2-cyclopentone","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1423","Ethylene dichloride (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-cyclopentone","market for 2-cyclopentone","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1424","Ethylene dibromide (1,2-dibromoethane) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-cyclopentone","market for 2-cyclopentone","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1425","HCH (mixed isomers) / Lindane (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-cyclopentone","market for 2-cyclopentone","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1426","Aldrin, Chlordane, Heptachlor (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-cyclopentone","market for 2-cyclopentone","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1427","DDT, Hexachlorobenzene (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-methyl-1-butanol","market for 2-methyl-1-butanol","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","2-methyl-2-butanol","market for 2-methyl-2-butanol","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butanol","market for 3-methyl-1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1428","Pentachlorophenol (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butanol","market for 3-methyl-1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1429","Salts of Pentachlorophenol (excl 280811)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butanol","market for 3-methyl-1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1430","Dinoseb and dinoseb salts (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butanol","market for 3-methyl-1-butanol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1431","DNOC and its salts (excl. 290811-290891) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butyl acetate","market for 3-methyl-1-butyl acetate","kg","2011","Manufacture of basic chemicals","34140","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]","1434","Dinoseb acetate (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butyl acetate","market for 3-methyl-1-butyl acetate","kg","2011","Manufacture of basic chemicals","34140","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]","1435","Binapacryl (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butyl acetate","market for 3-methyl-1-butyl acetate","kg","2011","Manufacture of basic chemicals","34140","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]","1436","Chlorobenzilate (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","3-methyl-1-butyl acetate","market for 3-methyl-1-butyl acetate","kg","2011","Manufacture of basic chemicals","34140","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]","1437","2,4,5-T and its salts and esters (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","4-methyl-2-pentanone","market for 4-methyl-2-pentanone","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1432","Oxirane (ethylene oxide) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","4-methyl-2-pentanone","market for 4-methyl-2-pentanone","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1433","Dieldrin (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-methylpentane","market for 2-methylpentane","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","2-pyridinol","market for 2-pyridinol","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","2-nitroaniline","market for 2-nitroaniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1398","Natural Sodium Nitrate",NA,NA,NA,NA,NA,NA,NA
"market activity","2-nitroaniline","market for 2-nitroaniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1440","Chlordimeform (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","2-nitroaniline","market for 2-nitroaniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","3102","Nitrogen Fertilizers (N total nutrients)",NA,NA,NA,NA,NA,NA,NA
